ticket_id,customer_id,issue_type,priority,resolution_days,satisfaction_score
4573,14550,Speed,Medium,13,5
4574,8366,Network,High,17,4
4575,11828,Refund,Medium,15,1
4576,13257,Billing,Low,16,3
4577,4489,Billing,Low,12,2
4578,2115,Network,High,5,5
4579,4431,Login,High,2,4
4580,5433,Speed,Medium,9,5
4581,8550,Refund,Low,15,4
4582,13437,Network,Low,2,5
4583,5342,Billing,Medium,19,2
4584,429,Network,High,4,3
4585,12811,Network,High,18,2
4586,11793,Login,Medium,3,3
4587,12655,Network,Medium,7,5
4588,7239,Refund,Medium,8,2
4589,10261,Technical,High,17,5
4590,2518,Refund,Low,17,3
4591,5625,Refund,Medium,13,5
4592,14380,Network,High,19,3
4593,10062,Refund,Medium,9,2
4594,5095,Speed,Low,7,1
4595,14512,Billing,High,9,1
4596,8211,Refund,Low,7,1
4597,14808,Network,High,19,2
4598,5872,Login,Low,13,5
4599,5157,Billing,Medium,14,1
4600,300,Technical,Low,19,2
4601,9314,Technical,Medium,3,5
4602,13426,Technical,Low,16,1
4603,566,Billing,High,14,3
4604,10230,Refund,Low,11,1
4605,11820,Login,High,7,1
4606,5442,Speed,High,2,5
4607,175,Network,High,8,1
4608,9575,Refund,Medium,13,5
4609,1288,Billing,Low,16,1
4610,8883,Refund,Low,20,5
4611,3619,Network,High,17,2
4612,12363,Network,Medium,11,5
4613,763,Billing,High,9,4
4614,9119,Refund,Medium,6,4
4615,3967,Login,Low,11,2
4616,7845,Billing,High,6,4
4617,615,Network,High,17,5
4618,5130,Speed,Low,19,2
4619,4146,Login,Low,2,2
4620,9155,Technical,Medium,6,2
4621,7183,Refund,Medium,20,3
4622,7572,Speed,Low,2,3
4623,11436,Speed,High,4,1
4624,12089,Login,High,20,2
4625,9006,Technical,Medium,19,5
4626,5568,Technical,Medium,16,4
4627,13931,Refund,High,17,5
4628,52,Technical,High,14,2
4629,6347,Billing,Medium,18,5
4630,752,Login,Low,15,2
4631,2709,Billing,Low,19,5
4632,10492,Technical,High,16,3
4633,14942,Refund,High,3,3
4634,7269,Refund,Medium,16,4
4635,1512,Technical,Medium,14,5
4636,404,Technical,Medium,11,4
4637,12135,Network,Medium,16,5
4638,5574,Billing,High,16,1
4639,6963,Billing,Medium,3,4
4640,1735,Technical,Low,8,2
4641,1239,Login,Medium,3,2
4642,9531,Billing,Medium,18,4
4643,12569,Speed,High,6,1
4644,2879,Network,Low,1,1
4645,2715,Technical,High,16,4
4646,3531,Login,Medium,14,5
4647,3568,Speed,High,13,3
4648,3030,Login,Medium,16,3
4649,9302,Network,High,20,1
4650,12414,Technical,Medium,18,3
4651,2040,Refund,Low,17,2
4652,6505,Technical,Medium,15,2
4653,5404,Billing,Low,20,3
4654,1836,Billing,Medium,6,4
4655,5084,Login,High,15,4
4656,2430,Technical,High,14,3
4657,11226,Speed,High,15,3
4658,14450,Refund,Medium,14,4
4659,14789,Technical,Low,4,5
4660,14178,Billing,High,12,4
4661,7355,Login,High,3,1
4662,648,Billing,Low,14,5
4663,766,Speed,Low,2,5
4664,8115,Refund,Low,5,4
4665,10341,Refund,Low,3,4
4666,1194,Speed,High,6,3
4667,8286,Technical,Medium,9,1
4668,5036,Technical,Low,18,1
4669,1382,Speed,Low,11,3
4670,13009,Technical,High,14,4
4671,11196,Login,Medium,17,1
4672,4970,Billing,High,14,3
4673,5454,Technical,Medium,6,4
4674,7538,Login,Medium,5,3
4675,10432,Billing,Low,15,5
4676,8001,Network,High,5,3
4677,10284,Network,Low,13,4
4678,14583,Network,Low,14,4
4679,2808,Login,Medium,12,2
4680,7794,Refund,High,15,5
4681,4756,Technical,Medium,13,5
4682,10689,Billing,High,10,3
4683,10999,Network,Low,3,5
4684,5568,Technical,Low,9,4
4685,7332,Login,High,19,5
4686,581,Speed,Low,7,5
4687,11184,Speed,High,14,4
4688,8942,Network,High,11,1
4689,5032,Billing,Low,15,2
4690,6975,Refund,Medium,18,2
4691,14674,Network,Low,8,4
4692,11846,Network,Low,12,3
4693,10281,Speed,High,20,5
4694,8002,Speed,Medium,5,4
4695,5778,Technical,Low,19,4
4696,1593,Billing,High,2,1
4697,9353,Refund,Medium,5,1
4698,9495,Billing,High,3,5
4699,13785,Technical,Low,6,4
4700,5471,Refund,Medium,17,1
4701,14078,Network,Medium,18,1
4702,11427,Network,High,15,4
4703,13263,Login,High,13,4
4704,1570,Technical,Medium,13,2
4705,592,Network,Medium,1,1
4706,6137,Login,High,11,5
4707,13931,Network,Low,9,3
4708,5654,Login,Medium,19,5
4709,10861,Login,Medium,5,4
4710,12988,Billing,Medium,8,1
4711,4335,Login,Medium,14,5
4712,14576,Refund,Medium,17,5
4713,6774,Login,Low,4,1
4714,11995,Speed,High,18,2
4715,14543,Billing,Low,9,3
4716,677,Technical,High,14,5
4717,6198,Refund,Medium,13,2
4718,4137,Billing,Low,10,4
4719,7305,Billing,Low,1,2
4720,13780,Refund,Medium,14,2
4721,14403,Speed,Low,11,3
4722,10251,Billing,Low,18,4
4723,1287,Billing,Medium,4,1
4724,8874,Refund,High,4,1
4725,6978,Speed,Low,13,5
4726,8379,Login,Low,8,5
4727,2140,Network,Low,13,1
4728,10644,Login,Medium,4,1
4729,4334,Billing,High,4,5
4730,794,Network,High,12,5
4731,2229,Speed,Low,8,3
4732,11477,Refund,Low,18,5
4733,1753,Login,Medium,6,3
4734,936,Login,Low,4,1
4735,12208,Technical,High,18,1
4736,9607,Refund,High,13,4
4737,14043,Speed,Medium,14,1
4738,7075,Refund,Medium,8,4
4739,9101,Refund,Low,6,2
4740,1316,Speed,Low,16,5
4741,1111,Refund,Low,10,3
4742,9113,Login,High,16,1
4743,2371,Technical,Low,14,2
4744,8117,Billing,High,11,5
4745,4763,Refund,High,3,4
4746,1204,Network,High,15,5
4747,789,Speed,High,4,4
4748,11938,Billing,Low,20,2
4749,4459,Billing,Medium,12,4
4750,4395,Login,High,9,5
4751,2905,Network,Medium,13,4
4752,1905,Network,Medium,15,5
4753,6760,Speed,Medium,19,2
4754,10922,Network,Medium,11,4
4755,14490,Billing,High,14,3
4756,11339,Billing,Low,3,5
4757,1908,Speed,Medium,18,2
4758,14583,Network,Low,20,5
4759,789,Network,Medium,15,5
4760,10121,Refund,High,14,4
4761,8940,Technical,Medium,16,3
4762,1703,Technical,High,4,5
4763,6015,Billing,Medium,16,5
4764,4466,Login,Low,19,3
4765,6713,Login,Medium,1,1
4766,4969,Speed,High,14,1
4767,8240,Refund,High,8,1
4768,13957,Login,Medium,5,2
4769,2073,Network,Low,9,1
4770,699,Network,Low,8,1
4771,2824,Billing,High,1,3
4772,14350,Technical,Medium,4,4
4773,1708,Technical,Low,3,2
4774,978,Refund,Low,14,3
4775,9177,Login,Medium,11,3
4776,6286,Login,Low,15,2
4777,4666,Login,High,2,2
4778,197,Billing,Medium,20,1
4779,14065,Billing,High,13,2
4780,8343,Technical,High,16,1
4781,11534,Refund,Low,19,4
4782,8074,Network,High,2,1
4783,5329,Speed,Low,4,3
4784,11392,Refund,Low,3,4
4785,3488,Billing,Low,13,4
4786,13992,Network,High,8,1
4787,11094,Speed,High,10,4
4788,601,Technical,Medium,8,5
4789,4879,Technical,Medium,16,5
4790,10246,Network,Low,1,5
4791,8396,Login,High,7,5
4792,7109,Speed,High,8,5
4793,12573,Speed,Medium,12,2
4794,7041,Network,Medium,17,4
4795,1157,Refund,Low,2,1
4796,3886,Technical,Medium,12,3
4797,12785,Technical,Medium,6,3
4798,2618,Speed,High,5,1
4799,14000,Network,High,7,5
4800,8155,Technical,Low,13,5
4801,3539,Speed,Low,7,3
4802,6242,Speed,Medium,18,2
4803,8843,Speed,Medium,18,2
4804,3829,Speed,Low,5,4
4805,12375,Speed,High,8,5
4806,8606,Technical,Low,12,1
4807,9899,Network,Low,20,5
4808,4201,Refund,Medium,1,2
4809,14127,Speed,Low,4,3
4810,9167,Login,Low,8,5
4811,6308,Network,Low,3,2
4812,3354,Refund,Medium,1,5
4813,14392,Refund,Low,13,5
4814,12208,Login,High,11,2
4815,5192,Billing,Low,7,2
4816,4415,Login,High,6,3
4817,7399,Login,Medium,9,1
4818,8151,Refund,High,2,4
4819,5517,Login,Medium,6,1
4820,10704,Technical,Medium,5,3
4821,6933,Speed,Medium,11,3
4822,11183,Login,Low,9,2
4823,5724,Billing,Medium,5,1
4824,10847,Technical,Medium,4,1
4825,12588,Technical,Medium,4,4
4826,11011,Speed,High,5,2
4827,4592,Technical,Low,13,4
4828,1752,Login,Medium,10,4
4829,6687,Network,High,18,2
4830,14572,Technical,Low,13,2
4831,13164,Network,High,15,4
4832,4249,Refund,Medium,12,3
4833,11411,Network,Low,13,3
4834,7858,Refund,High,20,3
4835,9753,Billing,High,16,4
4836,2249,Refund,High,7,2
4837,97,Refund,Low,9,4
4838,8302,Login,Low,9,4
4839,12919,Speed,Medium,10,4
4840,10606,Speed,Medium,13,5
4841,2951,Speed,Medium,14,1
4842,11800,Speed,Low,1,2
4843,14364,Refund,Medium,4,1
4844,10885,Login,Low,18,3
4845,9288,Login,Low,20,5
4846,1270,Billing,Medium,20,3
4847,5357,Speed,Medium,1,3
4848,14706,Login,Low,9,3
4849,6001,Login,Medium,11,4
4850,13361,Billing,Medium,7,3
4851,4841,Refund,Medium,10,4
4852,11411,Technical,Medium,14,1
4853,3801,Speed,Medium,11,4
4854,1813,Refund,Medium,4,2
4855,1850,Login,Medium,3,3
4856,12721,Login,High,15,5
4857,641,Speed,Low,20,1
4858,776,Refund,High,19,1
4859,5029,Speed,Medium,19,4
4860,5991,Refund,Low,5,4
4861,6030,Billing,High,5,2
4862,3585,Network,Medium,20,1
4863,13184,Network,Medium,4,2
4864,13117,Login,Medium,16,5
4865,10081,Refund,Low,13,1
4866,8210,Billing,Medium,9,1
4867,11608,Refund,Medium,6,1
4868,12466,Network,Low,14,4
4869,3863,Technical,Medium,16,2
4870,12257,Speed,Low,8,5
4871,1770,Technical,High,4,2
4872,14904,Refund,High,9,5
4873,2005,Network,Low,4,4
4874,9277,Technical,Low,12,4
4875,9654,Technical,Medium,19,1
4876,8002,Billing,Low,12,1
4877,8156,Technical,High,1,2
4878,12789,Login,Low,12,5
4879,4457,Billing,High,15,3
4880,14167,Speed,High,4,4
4881,2202,Technical,High,17,2
4882,6415,Speed,High,13,4
4883,9400,Speed,High,9,2
4884,12708,Network,Low,14,2
4885,1344,Speed,Medium,11,3
4886,2413,Speed,Medium,4,3
4887,10621,Refund,High,10,1
4888,9573,Technical,High,20,5
4889,1753,Billing,High,7,5
4890,1223,Technical,High,15,1
4891,11934,Billing,Low,10,2
4892,9751,Login,Low,17,4
4893,9963,Login,High,12,2
4894,14890,Billing,High,9,5
4895,3445,Speed,Medium,12,4
4896,8479,Speed,Medium,8,4
4897,4663,Billing,Low,11,1
4898,8296,Login,Low,20,2
4899,2909,Network,Medium,16,3
4900,14243,Refund,High,10,2
4901,10518,Login,Low,4,4
4902,13029,Billing,Medium,10,1
4903,7194,Refund,Medium,19,2
4904,5456,Speed,Low,7,5
4905,12119,Network,Low,11,3
4906,14457,Billing,Medium,19,5
4907,10751,Speed,Low,6,2
4908,11772,Billing,Low,2,3
4909,11888,Speed,Medium,19,2
4910,11657,Technical,Low,8,4
4911,15000,Login,Low,8,2
4912,8685,Speed,High,18,3
4913,12594,Refund,High,18,1
4914,588,Billing,Low,3,1
4915,11008,Technical,High,10,1
4916,13796,Billing,High,5,4
4917,5616,Speed,High,4,3
4918,3967,Refund,Low,15,4
4919,4946,Network,Low,2,3
4920,8330,Billing,High,18,2
4921,1472,Refund,High,2,3
4922,7665,Login,High,16,2
4923,584,Speed,High,10,5
4924,1192,Billing,Medium,3,4
4925,13934,Network,Medium,9,1
4926,10900,Billing,Medium,14,3
4927,4979,Login,Medium,4,3
4928,2426,Login,High,16,5
4929,14071,Technical,Low,9,2
4930,3664,Technical,Low,2,5
4931,7152,Technical,Low,4,1
4932,11170,Refund,High,3,3
4933,3557,Billing,Medium,18,1
4934,3572,Network,Low,20,5
4935,1661,Refund,Medium,18,4
4936,7392,Billing,Medium,12,3
4937,10802,Network,Low,12,3
4938,7852,Speed,Low,1,3
4939,8896,Billing,Medium,12,1
4940,10439,Speed,High,1,5
4941,1190,Login,Medium,10,5
4942,12033,Speed,Medium,7,3
4943,12501,Billing,Medium,8,2
4944,11339,Technical,Medium,12,4
4945,11969,Network,Low,11,2
4946,2718,Network,Medium,10,5
4947,14241,Technical,High,10,2
4948,7311,Network,High,5,4
4949,1654,Billing,Medium,19,3
4950,11161,Technical,High,19,1
4951,1453,Login,High,17,5
4952,11398,Login,Low,1,5
4953,4812,Login,High,18,1
4954,12571,Refund,High,2,4
4955,7505,Login,Medium,3,2
4956,3218,Refund,Medium,3,5
4957,10065,Speed,Medium,4,4
4958,12979,Refund,Medium,8,3
4959,4693,Technical,Medium,4,2
4960,2131,Speed,Low,6,3
4961,3217,Login,High,5,3
4962,5750,Technical,High,11,3
4963,13007,Network,Low,7,4
4964,10465,Refund,Low,6,4
4965,10231,Refund,Medium,12,4
4966,7725,Network,Medium,15,2
4967,3536,Speed,Medium,14,1
4968,3183,Login,Medium,15,5
4969,4610,Login,Medium,6,2
4970,5587,Login,Medium,20,1
4971,6720,Network,High,16,5
4972,1838,Technical,Medium,3,1
4973,679,Speed,High,8,5
4974,3476,Network,Medium,12,4
4975,11523,Refund,Low,13,5
4976,13755,Technical,Medium,4,2
4977,12422,Refund,High,10,4
4978,2191,Technical,Low,3,1
4979,3833,Login,High,5,1
4980,13319,Billing,High,13,4
4981,13233,Technical,High,13,1
4982,7211,Speed,Low,6,4
4983,8603,Billing,Medium,20,3
4984,10112,Speed,Medium,15,5
4985,14180,Login,Low,14,1
4986,14536,Refund,Low,3,2
4987,10134,Speed,High,14,2
4988,14460,Network,Low,18,3
4989,3788,Login,Medium,17,3
4990,14739,Network,Medium,18,4
4991,4677,Login,Low,16,4
4992,2292,Refund,Medium,19,3
4993,14057,Technical,Medium,1,3
4994,10104,Network,Low,7,4
4995,7873,Speed,Low,17,2
4996,10279,Refund,High,4,2
4997,14320,Refund,High,14,2
4998,4726,Billing,Medium,11,2
4999,6072,Refund,Low,19,5
5000,5834,Login,Medium,5,4
5001,14199,Refund,Medium,7,3
5002,13884,Technical,Medium,8,2
5003,5143,Billing,Low,17,1
5004,3256,Speed,Low,1,2
5005,12241,Billing,Medium,15,1
5006,10467,Refund,Medium,7,4
5007,3031,Technical,High,3,2
5008,14503,Network,Medium,4,3
5009,7472,Network,High,1,2
5010,8237,Speed,Medium,9,1
5011,5601,Network,High,10,5
5012,9453,Speed,Medium,4,4
5013,4074,Speed,Low,10,2
5014,14984,Speed,Low,8,1
5015,9381,Refund,Medium,5,1
5016,10619,Login,Low,3,2
5017,8360,Speed,Low,16,3
5018,2636,Login,Medium,13,3
5019,4266,Speed,Medium,19,5
5020,4536,Speed,Low,14,4
5021,11198,Billing,High,13,1
5022,14642,Technical,Medium,16,3
5023,14194,Billing,Medium,8,5
5024,8885,Refund,Low,18,3
5025,11816,Speed,Low,13,2
5026,14683,Technical,High,3,4
5027,226,Login,High,8,4
5028,5570,Network,Medium,3,1
5029,759,Login,Medium,4,3
5030,6552,Billing,Low,9,2
5031,14730,Refund,Medium,13,4
5032,1860,Network,Low,6,2
5033,3042,Refund,Medium,18,5
5034,10902,Technical,High,7,4
5035,1237,Billing,Medium,18,2
5036,1432,Billing,Low,2,2
5037,8276,Speed,Low,18,1
5038,931,Login,Low,9,5
5039,13653,Billing,Low,4,3
5040,12600,Speed,Medium,13,1
5041,13111,Speed,Low,13,3
5042,780,Network,Low,5,3
5043,898,Speed,High,19,3
5044,14223,Login,Medium,9,4
5045,12779,Login,Low,9,5
5046,2132,Billing,High,20,5
5047,7884,Refund,Medium,20,3
5048,2051,Network,Low,17,1
5049,2447,Network,Medium,1,1
5050,9334,Refund,High,10,2
5051,8629,Network,High,15,3
5052,2990,Network,High,11,3
5053,13448,Refund,Medium,6,5
5054,10728,Login,Medium,7,2
5055,10410,Login,High,12,4
5056,3437,Login,High,15,4
5057,12374,Billing,Low,8,4
5058,13756,Speed,Medium,17,1
5059,316,Login,Medium,13,3
5060,11338,Login,Low,10,3
5061,7055,Speed,Medium,17,4
5062,13199,Refund,Low,4,4
5063,9113,Login,Medium,4,1
5064,9055,Technical,Low,6,2
5065,11712,Refund,Low,12,4
5066,4188,Login,High,10,3
5067,13462,Refund,Low,14,1
5068,7158,Refund,Medium,17,3
5069,14913,Billing,High,3,4
5070,5833,Billing,Medium,1,1
5071,4769,Speed,Low,14,4
5072,5665,Login,Medium,20,3
5073,3913,Speed,High,17,5
5074,10546,Login,Medium,4,5
5075,6401,Speed,Medium,12,5
5076,10847,Technical,Low,11,2
5077,6775,Technical,High,6,5
5078,8875,Billing,Medium,12,2
5079,11323,Speed,Low,15,4
5080,10972,Technical,High,9,1
5081,4085,Technical,High,2,3
5082,7800,Login,Medium,8,2
5083,9319,Technical,Medium,14,2
5084,12384,Technical,Medium,5,3
5085,9283,Refund,Low,11,5
5086,5982,Refund,Low,5,2
5087,6105,Speed,High,3,2
5088,3330,Technical,Medium,18,5
5089,9146,Technical,Low,10,1
5090,4245,Refund,Low,3,5
5091,12568,Speed,Medium,7,5
5092,8004,Billing,Medium,11,2
5093,12297,Technical,High,15,3
5094,1742,Refund,Medium,1,4
5095,7210,Network,Medium,19,2
5096,1967,Billing,Medium,3,4
5097,11797,Network,Low,4,4
5098,10845,Refund,High,8,2
5099,12354,Login,High,9,1
5100,5335,Login,Low,3,4
5101,12267,Refund,Medium,11,4
5102,11423,Speed,High,2,5
5103,382,Refund,High,2,2
5104,14933,Refund,Low,4,1
5105,6103,Billing,High,1,4
5106,3532,Login,Medium,7,3
5107,14635,Refund,High,5,1
5108,5080,Speed,Medium,5,4
5109,6259,Technical,High,6,5
5110,14680,Network,Medium,14,1
5111,269,Speed,Low,7,3
5112,11214,Network,Low,9,4
5113,1921,Network,High,15,2
5114,9130,Speed,Low,14,5
5115,1247,Technical,Medium,1,1
5116,490,Refund,Low,15,5
5117,1743,Technical,Medium,15,2
5118,9042,Refund,High,9,2
5119,8154,Billing,Medium,16,3
5120,2524,Billing,Medium,16,5
5121,3840,Technical,High,16,4
5122,10394,Refund,High,3,4
5123,2612,Technical,Medium,19,4
5124,6997,Billing,High,1,5
5125,1974,Technical,High,3,1
5126,9876,Refund,Low,19,1
5127,8673,Technical,Low,4,4
5128,12961,Billing,High,12,1
5129,12753,Billing,High,10,4
5130,4457,Login,Low,3,4
5131,12530,Network,High,20,2
5132,12759,Billing,Low,6,1
5133,9583,Login,Medium,13,2
5134,5428,Speed,High,2,2
5135,3006,Speed,High,4,5
5136,1275,Billing,Medium,13,2
5137,5846,Billing,Low,10,5
5138,4304,Login,Medium,8,4
5139,9456,Speed,High,2,3
5140,426,Refund,Medium,11,2
5141,7391,Refund,High,4,3
5142,4023,Technical,High,19,1
5143,11011,Login,Medium,7,1
5144,11718,Billing,High,19,5
5145,5569,Technical,High,16,3
5146,14331,Speed,Medium,3,4
5147,1418,Network,Medium,16,1
5148,1426,Technical,High,15,2
5149,3888,Speed,Low,12,5
5150,962,Refund,Low,17,2
5151,621,Billing,Medium,8,3
5152,2531,Speed,High,11,3
5153,2307,Technical,Medium,10,5
5154,14437,Technical,High,2,2
5155,7291,Login,High,10,3
5156,959,Refund,Low,10,2
5157,10532,Speed,Medium,4,4
5158,10551,Billing,Low,18,3
5159,9406,Network,Low,3,3
5160,10991,Login,Low,3,2
5161,13313,Login,Low,6,4
5162,9504,Speed,Low,3,5
5163,1523,Technical,High,14,2
5164,7670,Billing,High,3,4
5165,6113,Speed,High,14,2
5166,7461,Network,High,7,2
5167,7412,Speed,High,9,3
5168,5617,Technical,High,3,5
5169,14452,Network,High,14,1
5170,4484,Technical,High,4,1
5171,1718,Billing,Medium,17,2
5172,3286,Speed,High,10,2
5173,11641,Network,High,11,5
5174,3490,Network,High,10,5
5175,2603,Login,High,19,5
5176,9432,Technical,High,16,1
5177,2417,Technical,High,11,2
5178,12645,Network,Medium,19,4
5179,12082,Login,High,13,5
5180,2573,Login,Medium,3,3
5181,2184,Technical,Low,17,2
5182,1873,Speed,Medium,2,4
5183,10317,Billing,Low,18,4
5184,2833,Billing,Low,2,2
5185,4777,Network,High,18,5
5186,1728,Technical,Medium,6,1
5187,11561,Login,High,16,3
5188,4177,Billing,Low,6,4
5189,11084,Refund,High,2,2
5190,13397,Technical,High,20,3
5191,8677,Refund,High,2,4
5192,10128,Login,High,4,1
5193,7234,Login,Low,14,2
5194,3773,Refund,Low,6,4
5195,12944,Login,Medium,18,3
5196,13508,Login,Low,12,1
5197,8659,Network,High,2,3
5198,12365,Billing,High,15,4
5199,5211,Speed,Medium,5,3
5200,4156,Network,Low,17,2
5201,4121,Speed,Low,4,2
5202,13947,Refund,Medium,8,5
5203,821,Speed,High,3,3
5204,6861,Billing,High,5,5
5205,1699,Billing,High,16,4
5206,11445,Network,Medium,4,2
5207,5846,Network,High,8,5
5208,7292,Login,Low,4,1
5209,2404,Technical,Medium,3,5
5210,12600,Speed,Medium,12,2
5211,10015,Billing,High,1,1
5212,11874,Network,High,4,2
5213,576,Refund,Medium,9,2
5214,5503,Network,Medium,20,1
5215,8480,Speed,Medium,6,1
5216,11944,Network,High,7,5
5217,2633,Refund,High,13,4
5218,9069,Billing,Low,15,3
5219,14107,Billing,Low,13,4
5220,14792,Login,High,7,2
5221,7340,Speed,Medium,3,4
5222,13157,Technical,Medium,13,1
5223,1094,Speed,High,5,3
5224,705,Login,Medium,13,1
5225,5412,Network,High,13,1
5226,5431,Speed,Medium,18,5
5227,8155,Network,Low,20,1
5228,4949,Billing,Low,12,2
5229,11585,Refund,Medium,2,3
5230,7441,Login,High,8,1
5231,609,Login,Medium,5,4
5232,10227,Technical,Low,7,4
5233,8100,Login,Medium,19,1
5234,667,Network,High,9,1
5235,7779,Network,Medium,3,2
5236,12789,Technical,Low,2,3
5237,2058,Refund,High,15,1
5238,8121,Network,High,5,3
5239,14949,Refund,Low,18,3
5240,1704,Login,High,18,3
5241,5039,Technical,High,8,1
5242,12901,Network,High,13,1
5243,7103,Login,Low,2,4
5244,3813,Billing,High,19,3
5245,11761,Login,Low,10,5
5246,11468,Login,Medium,1,5
5247,4743,Speed,High,9,4
5248,32,Speed,Medium,4,3
5249,1796,Speed,High,10,1
5250,2909,Refund,Medium,10,4
5251,692,Billing,Medium,14,4
5252,3874,Refund,Low,17,5
5253,1065,Login,Medium,18,3
5254,6174,Speed,Medium,10,5
5255,13620,Billing,Medium,13,3
5256,5611,Login,High,10,3
5257,12358,Refund,Medium,5,4
5258,8884,Technical,Low,17,4
5259,1275,Login,Low,2,1
5260,13157,Billing,Low,20,5
5261,3767,Refund,High,13,2
5262,8265,Speed,High,12,3
5263,10364,Login,Medium,9,3
5264,11428,Technical,Medium,14,5
5265,12065,Technical,High,16,3
5266,7844,Refund,Medium,5,1
5267,8159,Billing,Low,17,1
5268,1581,Login,Medium,14,3
5269,5577,Refund,High,16,2
5270,14331,Technical,Medium,5,3
5271,3539,Speed,Medium,8,4
5272,7044,Technical,Low,15,1
5273,12151,Technical,High,14,1
5274,1806,Billing,High,4,5
5275,2176,Speed,Medium,20,3
5276,3422,Login,Low,16,3
5277,12982,Billing,High,16,4
5278,9660,Speed,High,14,2
5279,52,Billing,High,12,2
5280,14091,Refund,High,8,1
5281,7673,Network,Low,15,4
5282,4860,Speed,Medium,10,2
5283,5868,Billing,Low,17,1
5284,10516,Technical,Medium,9,1
5285,10880,Billing,High,12,3
5286,13144,Refund,Low,6,4
5287,851,Network,High,6,3
5288,6901,Refund,Medium,16,2
5289,5377,Speed,High,16,3
5290,5316,Technical,High,10,4
5291,8243,Refund,Medium,2,5
5292,1518,Login,Medium,15,5
5293,9926,Network,Medium,16,4
5294,1147,Login,Medium,8,3
5295,5930,Login,Low,14,2
5296,6806,Network,High,3,5
5297,7391,Billing,Medium,10,1
5298,3445,Login,Low,7,3
5299,1013,Network,Low,11,5
5300,10378,Billing,Medium,2,3
5301,8293,Network,High,17,3
5302,12873,Billing,Low,11,1
5303,7552,Network,High,5,4
5304,5417,Speed,High,4,1
5305,11340,Refund,High,6,1
5306,6687,Speed,Medium,1,1
5307,10356,Network,Medium,6,4
5308,3395,Speed,Medium,5,5
5309,14150,Login,Medium,17,5
5310,4837,Technical,Medium,20,5
5311,3245,Technical,Low,14,3
5312,3811,Billing,High,3,2
5313,14680,Billing,Low,18,3
5314,1113,Refund,High,18,2
5315,2663,Refund,Medium,4,4
5316,2741,Technical,High,10,1
5317,5249,Technical,Low,12,5
5318,6383,Network,High,7,3
5319,3745,Login,High,16,4
5320,8470,Billing,High,14,2
5321,13395,Speed,Medium,20,1
5322,3422,Billing,Low,10,3
5323,7822,Login,Low,5,3
5324,11241,Billing,Low,5,2
5325,5101,Network,Low,12,4
5326,5319,Network,Medium,9,1
5327,12419,Network,Medium,5,2
5328,8499,Technical,Low,5,1
5329,653,Billing,High,19,1
5330,14651,Billing,High,6,2
5331,6751,Billing,Low,10,2
5332,14365,Technical,Medium,15,5
5333,972,Billing,High,13,5
5334,13114,Technical,High,13,5
5335,8388,Speed,High,4,1
5336,14160,Speed,Medium,14,4
5337,12643,Login,Medium,16,4
5338,14612,Billing,Medium,13,2
5339,8384,Network,High,4,1
5340,14256,Technical,Low,2,4
5341,166,Technical,High,12,3
5342,9004,Technical,Medium,15,3
5343,2356,Technical,Low,2,4
5344,6505,Login,Medium,7,3
5345,12159,Network,Medium,17,2
5346,12995,Billing,High,16,5
5347,5192,Billing,Medium,8,2
5348,7892,Refund,Low,3,4
5349,14218,Refund,High,19,1
5350,9426,Refund,Medium,12,5
5351,9509,Network,Medium,20,2
5352,3368,Speed,Low,6,2
5353,9091,Login,Low,12,1
5354,1143,Refund,Medium,17,3
5355,7764,Network,Medium,6,5
5356,11032,Billing,Medium,2,5
